productType,variantId,sku,prices,tax,categories,images,name.en,name.jp,description.en,description.jp,slug.en,slug.jp,metaTitle.en,metaTitle.jp,metaDescription.en,metaDescription.jp,metaKeywords.en,metaKeywords.jp,name.de,description.de,slug.de,metaTitle.de,metaDescription.de,metaKeywords.de,name.it,description.it,slug.it,metaTitle.it,metaDescription.it,metaKeywords.it,creationDate,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,colorFreeDefinition.jp,details.en,details.jp,colorFreeDefinition.de,details.de,colorFreeDefinition.it,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
,10,M0E20000000ELAS,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2544#sunrise-store-berlin;EUR 3270#sunrise-store-vienna;DE-EUR 2256#sunrise-store-munich;DE-EUR 2472#sunrise-store-cologne;DE-EUR 2280#sunrise-store-hamburg;US-USD 2544#sunrise-store-boston-2;USD 3270#sunrise-store-chicago;US-USD 2256#sunrise-store-boston-1;US-USD 2472#sunrise-store-sanfrancisco;US-USD 2280#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELAS,82374,havaianas,no,,38.5,38.5,green,green,緑,,,grün,,,,sporty,men,s15,,,,
,11,M0E20000000ELAT,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2328#sunrise-store-berlin;EUR 2850#sunrise-store-vienna;DE-EUR 2280#sunrise-store-munich;DE-EUR 2640#sunrise-store-cologne;DE-EUR 2304#sunrise-store-hamburg;US-USD 2328#sunrise-store-boston-2;USD 2850#sunrise-store-chicago;US-USD 2280#sunrise-store-boston-1;US-USD 2640#sunrise-store-sanfrancisco;US-USD 2304#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELAT,82374,havaianas,no,,39,39,green,green,緑,,,grün,,,,sporty,men,s15,TRUE,,,
,12,M0E20000000ELAU,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2472#sunrise-store-berlin;EUR 2880#sunrise-store-vienna;DE-EUR 2448#sunrise-store-munich;DE-EUR 2160#sunrise-store-cologne;DE-EUR 2448#sunrise-store-hamburg;US-USD 2472#sunrise-store-boston-2;USD 2880#sunrise-store-chicago;US-USD 2448#sunrise-store-boston-1;US-USD 2160#sunrise-store-sanfrancisco;US-USD 2448#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELAU,82374,havaianas,no,,39.5,39.5,green,green,緑,,,grün,,,,sporty,men,s15,,,,
,13,M0E20000000ELAV,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2520#sunrise-store-berlin;EUR 3090#sunrise-store-vienna;DE-EUR 2208#sunrise-store-munich;DE-EUR 2328#sunrise-store-cologne;DE-EUR 2232#sunrise-store-hamburg;US-USD 2520#sunrise-store-boston-2;USD 3090#sunrise-store-chicago;US-USD 2208#sunrise-store-boston-1;US-USD 2328#sunrise-store-sanfrancisco;US-USD 2232#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELAV,82374,havaianas,no,,40,40,green,green,緑,,,grün,,,,sporty,men,s15,,,,
,14,M0E20000000ELAW,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2160#sunrise-store-berlin;EUR 2820#sunrise-store-vienna;DE-EUR 2376#sunrise-store-munich;DE-EUR 2616#sunrise-store-cologne;DE-EUR 2400#sunrise-store-hamburg;US-USD 2160#sunrise-store-boston-2;USD 2820#sunrise-store-chicago;US-USD 2376#sunrise-store-boston-1;US-USD 2616#sunrise-store-sanfrancisco;US-USD 2400#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELAW,82374,havaianas,no,,40.5,40.5,green,green,緑,,,grün,,,,sporty,men,s15,,,,
,15,M0E20000000ELAX,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2448#sunrise-store-berlin;EUR 3030#sunrise-store-vienna;DE-EUR 2400#sunrise-store-munich;DE-EUR 2256#sunrise-store-cologne;DE-EUR 2424#sunrise-store-hamburg;US-USD 2448#sunrise-store-boston-2;USD 3030#sunrise-store-chicago;US-USD 2400#sunrise-store-boston-1;US-USD 2256#sunrise-store-sanfrancisco;US-USD 2424#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELAX,82374,havaianas,no,,41,41,green,green,緑,,,grün,,,,sporty,men,s15,TRUE,,,
,16,M0E20000000ELAY,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2592#sunrise-store-berlin;EUR 3060#sunrise-store-vienna;DE-EUR 2568#sunrise-store-munich;DE-EUR 2280#sunrise-store-cologne;DE-EUR 2592#sunrise-store-hamburg;US-USD 2592#sunrise-store-boston-2;USD 3060#sunrise-store-chicago;US-USD 2568#sunrise-store-boston-1;US-USD 2280#sunrise-store-sanfrancisco;US-USD 2592#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELAY,82374,havaianas,no,,41.5,41.5,green,green,緑,,,grün,,,,sporty,men,s15,,,,
,17,M0E20000000ELAZ,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2640#sunrise-store-berlin;EUR 3270#sunrise-store-vienna;DE-EUR 2352#sunrise-store-munich;DE-EUR 2448#sunrise-store-cologne;DE-EUR 2352#sunrise-store-hamburg;US-USD 2640#sunrise-store-boston-2;USD 3270#sunrise-store-chicago;US-USD 2352#sunrise-store-boston-1;US-USD 2448#sunrise-store-sanfrancisco;US-USD 2352#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELAZ,82374,havaianas,no,,42,42,green,green,緑,,,grün,,,,sporty,men,s15,,,,
,18,M0E20000000ELB0,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2424#sunrise-store-berlin;EUR 3120#sunrise-store-vienna;DE-EUR 2616#sunrise-store-munich;DE-EUR 2352#sunrise-store-cologne;DE-EUR 2640#sunrise-store-hamburg;US-USD 2424#sunrise-store-boston-2;USD 3120#sunrise-store-chicago;US-USD 2616#sunrise-store-boston-1;US-USD 2352#sunrise-store-sanfrancisco;US-USD 2640#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELB0,82374,havaianas,no,,42.5,42.5,green,green,緑,,,grün,,,,sporty,men,s15,,,,
,19,M0E20000000ELB1,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2208#sunrise-store-berlin;EUR 2700#sunrise-store-vienna;DE-EUR 2160#sunrise-store-munich;DE-EUR 2520#sunrise-store-cologne;DE-EUR 2160#sunrise-store-hamburg;US-USD 2208#sunrise-store-boston-2;USD 2700#sunrise-store-chicago;US-USD 2160#sunrise-store-boston-1;US-USD 2520#sunrise-store-sanfrancisco;US-USD 2160#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELB1,82374,havaianas,no,,43,43,green,green,緑,,,grün,,,,sporty,men,s15,TRUE,,,
,20,M0E20000000ELB2,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2352#sunrise-store-berlin;EUR 2730#sunrise-store-vienna;DE-EUR 2304#sunrise-store-munich;DE-EUR 2544#sunrise-store-cologne;DE-EUR 2328#sunrise-store-hamburg;US-USD 2352#sunrise-store-boston-2;USD 2730#sunrise-store-chicago;US-USD 2304#sunrise-store-boston-1;US-USD 2544#sunrise-store-sanfrancisco;US-USD 2328#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELB2,82374,havaianas,no,,43.5,43.5,green,green,緑,,,grün,,,,sporty,men,s15,,,,
,21,M0E20000000ELB3,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2400#sunrise-store-berlin;EUR 2940#sunrise-store-vienna;DE-EUR 2592#sunrise-store-munich;DE-EUR 2208#sunrise-store-cologne;DE-EUR 2616#sunrise-store-hamburg;US-USD 2400#sunrise-store-boston-2;USD 2940#sunrise-store-chicago;US-USD 2592#sunrise-store-boston-1;US-USD 2208#sunrise-store-sanfrancisco;US-USD 2616#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELB3,82374,havaianas,no,,44,44,green,green,緑,,,grün,,,,sporty,men,s15,,,,
,22,M0E20000000ELB4,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2544#sunrise-store-berlin;EUR 3270#sunrise-store-vienna;DE-EUR 2256#sunrise-store-munich;DE-EUR 2472#sunrise-store-cologne;DE-EUR 2280#sunrise-store-hamburg;US-USD 2544#sunrise-store-boston-2;USD 3270#sunrise-store-chicago;US-USD 2256#sunrise-store-boston-1;US-USD 2472#sunrise-store-sanfrancisco;US-USD 2280#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELB4,82374,havaianas,no,,44.5,44.5,green,green,緑,,,grün,,,,sporty,men,s15,,,,
,23,M0E20000000ELB5,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2328#sunrise-store-berlin;EUR 2850#sunrise-store-vienna;DE-EUR 2280#sunrise-store-munich;DE-EUR 2640#sunrise-store-cologne;DE-EUR 2304#sunrise-store-hamburg;US-USD 2328#sunrise-store-boston-2;USD 2850#sunrise-store-chicago;US-USD 2280#sunrise-store-boston-1;US-USD 2640#sunrise-store-sanfrancisco;US-USD 2304#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELB5,82374,havaianas,no,,45,45,green,green,緑,,,grün,,,,sporty,men,s15,TRUE,,,
,24,M0E20000000ELB6,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2472#sunrise-store-berlin;EUR 2880#sunrise-store-vienna;DE-EUR 2448#sunrise-store-munich;DE-EUR 2160#sunrise-store-cologne;DE-EUR 2448#sunrise-store-hamburg;US-USD 2472#sunrise-store-boston-2;USD 2880#sunrise-store-chicago;US-USD 2448#sunrise-store-boston-1;US-USD 2160#sunrise-store-sanfrancisco;US-USD 2448#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELB6,82374,havaianas,no,,45.5,45.5,green,green,緑,,,grün,,,,sporty,men,s15,,,,
,25,M0E20000000ELB7,EUR 3000;EUR 1967 b2b;USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2520#sunrise-store-berlin;EUR 3090#sunrise-store-vienna;DE-EUR 2208#sunrise-store-munich;DE-EUR 2328#sunrise-store-cologne;DE-EUR 2232#sunrise-store-hamburg;US-USD 2520#sunrise-store-boston-2;USD 3090#sunrise-store-chicago;US-USD 2208#sunrise-store-boston-1;US-USD 2328#sunrise-store-sanfrancisco;US-USD 2232#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/082374_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,4110850 5211,82374,M0E20000000ELB7,82374,havaianas,no,,46,46,green,green,緑,,,grün,,,,sporty,men,s15,,,,
main,1,M0E20000000DQQ8,EUR 211875;EUR 138934 b2b;USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 169500#sunrise-store-berlin;EUR 222469#sunrise-store-vienna;DE-EUR 181365#sunrise-store-munich;DE-EUR 169500#sunrise-store-cologne;DE-EUR 179670#sunrise-store-hamburg;US-USD 169500#sunrise-store-boston-2;USD 222469#sunrise-store-chicago;US-USD 181365#sunrise-store-boston-1;US-USD 169500#sunrise-store-sanfrancisco;US-USD 179670#sunrise-store-newyork,standard,Sale>Women;Women>Clothing>Tops,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073467_1_medium.jpg,Sweater Brunello Cucinelli cream,セーターBrunello Cucinelliクリーム,,,brunello-cucinelli-sweater-m0s28b7400-cream,brunello-cucinelli-sweater-m0s28b7400-cream,,,,,,,Pullover Brunello Cucinelli creme,,brunello-cucinelli-pullover-m0s28b7400-creme,,,,,,,,,,,M0S28B8306 C2350,73467,M0E20000000DQQ8,73467,brunello,yes,073023;072754;081147,xxs,XXS,beige,cream,クリーム,,,creme,,,,business,women,s15,,,,
,2,M0E20000000DQQ9,EUR 211875;EUR 138934 b2b;USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 181365#sunrise-store-berlin;EUR 203400#sunrise-store-vienna;DE-EUR 155940#sunrise-store-munich;DE-EUR 152550#sunrise-store-cologne;DE-EUR 155940#sunrise-store-hamburg;US-USD 181365#sunrise-store-boston-2;USD 203400#sunrise-store-chicago;US-USD 155940#sunrise-store-boston-1;US-USD 152550#sunrise-store-sanfrancisco;US-USD 155940#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073467_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,M0S28B8306 C2350,73467,M0E20000000DQQ9,73467,brunello,yes,073024;072754;081147,xs,XS,beige,cream,クリーム,,,creme,,,,business,women,s15,,,,
,3,M0E20000000DQQA,EUR 211875;EUR 138934 b2b;USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 179670#sunrise-store-berlin;EUR 226706#sunrise-store-vienna;DE-EUR 172890#sunrise-store-munich;DE-EUR 169500#sunrise-store-cologne;DE-EUR 172890#sunrise-store-hamburg;US-USD 179670#sunrise-store-boston-2;USD 226706#sunrise-store-chicago;US-USD 172890#sunrise-store-boston-1;US-USD 169500#sunrise-store-sanfrancisco;US-USD 172890#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073467_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,M0S28B8306 C2350,73467,M0E20000000DQQA,73467,brunello,yes,073025;072754;081147,s,S,beige,cream,クリーム,,,creme,,,,business,women,s15,TRUE,,,
,4,M0E20000000DQQB,EUR 211875;EUR 138934 b2b;USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 164415#sunrise-store-berlin;EUR 194925#sunrise-store-vienna;DE-EUR 176280#sunrise-store-munich;DE-EUR 181365#sunrise-store-cologne;DE-EUR 176280#sunrise-store-hamburg;US-USD 164415#sunrise-store-boston-2;USD 194925#sunrise-store-chicago;US-USD 176280#sunrise-store-boston-1;US-USD 181365#sunrise-store-sanfrancisco;US-USD 176280#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073467_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,M0S28B8306 C2350,73467,M0E20000000DQQB,73467,brunello,yes,072754;081147;073026,m,M,beige,cream,クリーム,,,creme,,,,business,women,s15,TRUE,,,
,5,M0E20000000DQQC,EUR 211875;EUR 138934 b2b;USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 174585#sunrise-store-berlin;EUR 199162#sunrise-store-vienna;DE-EUR 186450#sunrise-store-munich;DE-EUR 183060#sunrise-store-cologne;DE-EUR 186450#sunrise-store-hamburg;US-USD 174585#sunrise-store-boston-2;USD 199162#sunrise-store-chicago;US-USD 186450#sunrise-store-boston-1;US-USD 183060#sunrise-store-sanfrancisco;US-USD 186450#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073467_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,M0S28B8306 C2350,73467,M0E20000000DQQC,73467,brunello,yes,072754;073027;081147,l,L,beige,cream,クリーム,,,creme,,,,business,women,s15,TRUE,,,
,6,M0E20000000DQQD,EUR 211875;EUR 138934 b2b;USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 177975#sunrise-store-berlin;EUR 211875#sunrise-store-vienna;DE-EUR 171195#sunrise-store-munich;DE-EUR 159330#sunrise-store-cologne;DE-EUR 171195#sunrise-store-hamburg;US-USD 177975#sunrise-store-boston-2;USD 211875#sunrise-store-chicago;US-USD 171195#sunrise-store-boston-1;US-USD 159330#sunrise-store-sanfrancisco;US-USD 171195#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073467_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,M0S28B8306 C2350,73467,M0E20000000DQQD,73467,brunello,yes,072754;073028;081147,xl,XL,beige,cream,クリーム,,,creme,,,,business,women,s15,TRUE,,,
,7,M0E20000000DQQE,EUR 211875;EUR 138934 b2b;USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 152550#sunrise-store-berlin;EUR 192806#sunrise-store-vienna;DE-EUR 183060#sunrise-store-munich;DE-EUR 179670#sunrise-store-cologne;DE-EUR 183060#sunrise-store-hamburg;US-USD 152550#sunrise-store-boston-2;USD 192806#sunrise-store-chicago;US-USD 183060#sunrise-store-boston-1;US-USD 179670#sunrise-store-sanfrancisco;US-USD 183060#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073467_1_medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,M0S28B8306 C2350,73467,M0E20000000DQQE,73467,brunello,yes,072754;073029;081147,xxl,XXL,beige,cream,クリーム,,,creme,,,,business,women,s15,,,,
,8,M0E20000000DQQF,EUR 211875;EUR 138934 b2b;USD 211875;USD 138934 b2b;DE-EUR 169500;IT-EUR 169500;GB-EUR 169500;DE-EUR 172890#sunrise-store-berlin;EUR 207638#sunrise-store-vienna;DE-EUR 184755#sunrise-store-munich;DE-EUR 154245#sunrise-store-cologne;DE-EUR 184755#sunrise-store-hamburg;US-USD 172890#sunrise-store-boston-2;USD 207638#sunrise-store-chicago;US-USD 184755#sunrise-store-boston-1;US-USD 154245#sunrise-store-sanfrancisco;US-USD 184755#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/073467_1_medium.jpg,,,,単純にカットされた長腕のシャツは不可欠な基本です。 ストライプと取り付けられたサスペンダーで、彼らは余分な用量の涼しさを持つ目を引く人になります。,,,,,,,,,,,,,,,,,,,,,,M0S28B8306 C2350,73467,M0E20000000DQQF,73467,brunello,yes,073030;072754;081147,xxxl,XXXL,beige,cream,クリーム,,,creme,,,,business,women,s15,,,,
main,1,M0E20000000EV27,EUR 16500;EUR 10820 b2b;USD 16500;USD 10820 b2b;DE-EUR 13200;IT-EUR 13200;GB-EUR 13200;DE-EUR 12804#sunrise-store-berlin;EUR 16995#sunrise-store-vienna;DE-EUR 12936#sunrise-store-munich;DE-EUR 14124#sunrise-store-cologne;DE-EUR 13332#sunrise-store-hamburg;US-USD 12804#sunrise-store-boston-2;USD 16995#sunrise-store-chicago;US-USD 12936#sunrise-store-boston-1;US-USD 14124#sunrise-store-sanfrancisco;US-USD 13332#sunrise-store-newyork,standard,Men>Clothing>T-shirts,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/083810_1_large.jpg,Daniele Alessandrini – T-Shirt,ダニエレアレッサンドリーニ– Tシャツ,"Simply cut long- arm shirts are an indispensable basic. With stripes and attached suspenders, they become eye catcher with an extra dose coolness.",,daniele-alessandrini-tshirt-M5618E6283506-black,daniele-alessandrini-tshirt-M5618E6283506-black,,,,,,,Daniele Alessandrini – T-Shirt,Simpel geschnittene Langarmshirts sind ein unverzichtbares Basic. In cooler Streifenoptik und mit aufgesetzten Hosenträgern werden sie zum Eye- Catcher mit coolen Appeal.,daniele-alessandrini-tshirt-M5618E6283506-schwarz,,,,,,,,,,,M5618E6283506 101,83810,M0E20000000EV27,83810,danielealessandrini,yes,,xxs,XXS,black,black,黒,,,schwarz,,,,sporty,men,A15,,,,
,2,M0E20000000EV28,EUR 16500;EUR 10820 b2b;USD 16500;USD 10820 b2b;DE-EUR 13200;IT-EUR 13200;GB-EUR 13200;DE-EUR 13728#sunrise-store-berlin;EUR 17325#sunrise-store-vienna;DE-EUR 13860#sunrise-store-munich;DE-EUR 14256#sunrise-store-cologne;DE-EUR 14124#sunrise-store-hamburg;US-USD 13728#sunrise-store-boston-2;USD 17325#sunrise-store-chicago;US-USD 13860#sunrise-store-boston-1;US-USD 14256#sunrise-store-sanfrancisco;US-USD 14124#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/083810_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,M5618E6283506 101,83810,M0E20000000EV28,83810,danielealessandrini,yes,,xs,XS,black,black,黒,,,schwarz,,,,sporty,men,A15,,,,
,3,M0E20000000EV29,EUR 16500;EUR 10820 b2b;USD 16500;USD 10820 b2b;DE-EUR 13200;IT-EUR 13200;GB-EUR 13200;DE-EUR 13860#sunrise-store-berlin;EUR 14850#sunrise-store-vienna;DE-EUR 12540#sunrise-store-munich;DE-EUR 12408#sunrise-store-cologne;DE-EUR 12936#sunrise-store-hamburg;US-USD 13860#sunrise-store-boston-2;USD 14850#sunrise-store-chicago;US-USD 12540#sunrise-store-boston-1;US-USD 12408#sunrise-store-sanfrancisco;US-USD 12936#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/083810_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,M5618E6283506 101,83810,M0E20000000EV29,83810,danielealessandrini,yes,,s,S,black,black,黒,,,schwarz,,,,sporty,men,A15,,,,
,4,M0E20000000EV2A,EUR 16500;EUR 10820 b2b;USD 16500;USD 10820 b2b;DE-EUR 13200;IT-EUR 13200;GB-EUR 13200;DE-EUR 12408#sunrise-store-berlin;EUR 16665#sunrise-store-vienna;DE-EUR 13992#sunrise-store-munich;DE-EUR 13728#sunrise-store-cologne;DE-EUR 14388#sunrise-store-hamburg;US-USD 12408#sunrise-store-boston-2;USD 16665#sunrise-store-chicago;US-USD 13992#sunrise-store-boston-1;US-USD 13728#sunrise-store-sanfrancisco;US-USD 14388#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/083810_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,M5618E6283506 101,83810,M0E20000000EV2A,83810,danielealessandrini,yes,,m,M,black,black,黒,,,schwarz,,,,sporty,men,A15,,,,
,5,M0E20000000EV2B,EUR 16500;EUR 10820 b2b;USD 16500;USD 10820 b2b;DE-EUR 13200;IT-EUR 13200;GB-EUR 13200;DE-EUR 13332#sunrise-store-berlin;EUR 15180#sunrise-store-vienna;DE-EUR 12012#sunrise-store-munich;DE-EUR 12540#sunrise-store-cologne;DE-EUR 12408#sunrise-store-hamburg;US-USD 13332#sunrise-store-boston-2;USD 15180#sunrise-store-chicago;US-USD 12012#sunrise-store-boston-1;US-USD 12540#sunrise-store-sanfrancisco;US-USD 12408#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/083810_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,M5618E6283506 101,83810,M0E20000000EV2B,83810,danielealessandrini,yes,,l,L,black,black,黒,,,schwarz,,,,sporty,men,A15,,,,
,6,M0E20000000EV2C,EUR 16500;EUR 10820 b2b;USD 16500;USD 10820 b2b;DE-EUR 13200;IT-EUR 13200;GB-EUR 13200;DE-EUR 12012#sunrise-store-berlin;EUR 16170#sunrise-store-vienna;DE-EUR 12276#sunrise-store-munich;DE-EUR 13332#sunrise-store-cologne;DE-EUR 12672#sunrise-store-hamburg;US-USD 12012#sunrise-store-boston-2;USD 16170#sunrise-store-chicago;US-USD 12276#sunrise-store-boston-1;US-USD 13332#sunrise-store-sanfrancisco;US-USD 12672#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/083810_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,M5618E6283506 101,83810,M0E20000000EV2C,83810,danielealessandrini,yes,,xl,XL,black,black,黒,,,schwarz,,,,sporty,men,A15,,,,
,7,M0E20000000EV2D,EUR 16500;EUR 10820 b2b;USD 16500;USD 10820 b2b;DE-EUR 13200;IT-EUR 13200;GB-EUR 13200;DE-EUR 12936#sunrise-store-berlin;EUR 16500#sunrise-store-vienna;DE-EUR 13068#sunrise-store-munich;DE-EUR 13596#sunrise-store-cologne;DE-EUR 13464#sunrise-store-hamburg;US-USD 12936#sunrise-store-boston-2;USD 16500#sunrise-store-chicago;US-USD 13068#sunrise-store-boston-1;US-USD 13596#sunrise-store-sanfrancisco;US-USD 13464#sunrise-store-newyork,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/083810_1_large.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,M5618E6283506 101,83810,M0E20000000EV2D,83810,danielealessandrini,yes,,xxl,XXL,black,black,黒,,,schwarz,,,,sporty,men,A15,,,,
